id,title,filtered_words_str,label
F017,Immortal Jellyfish Confirmed by Sources,near kind million to. type ball deep happy enter skill down. ago despite threat. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,meeting box fine customer. man reality focus national front. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,long rate girl start something. deal world official push generation south position. charge major avoid draw situation vote upon choice. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,truth still hot agree bring value. interest easy several president world food huge. fact charge data. ground everyone from. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,break large trip already. expect help lose worry support. trouble deal seem either clear across near structure. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,real education old film president pass. sit sister force seek. bad small sister hospital. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,various require pass girl such. long prevent great end whole station. country western relate fly open worry building. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,paper goal bring next brother. find term next do. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,arrive article two push. room body traditional wind federal house always. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,truth approach dream. respond growth pm wait happen happen. drop present mission make. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,kitchen real vote data woman agreement. anyone interest mind sit. political technology. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,bit sense three else support health. relate focus land make listen. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,walk process raise happy. mean hold left think. share appear later though hour investment sea. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,thus least reach report successful. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,process ask game nearly together. way allow dinner star. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,vote future easy feel hundred. sea computer see institution score teacher detail. experts discuss ongoing developments budget report.,REAL
R091,New Report on Climate Change,play quite property among care lot professor. exactly member task low. experts discuss ongoing developments climate change.,REAL
R157,New Report on Climate Change,opportunity join care artist war. certain lose human decade truth effect. song feel mission civil. experts discuss ongoing developments climate change.,REAL
F098,Miracle Drug Confirmed by Sources,employee police less thus. key small issue base. — shocking claims miracle drug surface internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,glass analysis trade camera note. remain want success choose. soon behavior traditional agent. — shocking claims immortal jellyfish surface internet.,FAKE
R050,New Report on Economic Growth,decade street rather knowledge value. experts discuss ongoing developments economic growth.,REAL
R249,New Report on Climate Change,generation cost hit yes wrong position. west call record indicate. experts discuss ongoing developments climate change.,REAL
R093,New Report on Election,way science number sport score benefit. friend right. experts discuss ongoing developments election.,REAL
R131,New Report on Education,value fall return. write worker site. bad product chance yeah public player quickly. experts discuss ongoing developments education.,REAL
F107,Flat Earth Confirmed by Sources,know charge key senior help never. bed school firm daughter late tough color. — shocking claims flat earth surface internet.,FAKE
F153,Hoax Confirmed by Sources,soon natural religious final mention. car west. sit might father game election my. — shocking claims hoax surface internet.,FAKE
F091,Flat Earth Confirmed by Sources,environmental recent card federal story site. number answer style responsibility. — shocking claims flat earth surface internet.,FAKE
R246,New Report on Economic Growth,suggest eight hot determine if. strong suffer collection study agreement movement mission of. white recognize fall past data. experts discuss ongoing developments economic growth.,REAL
F004,Secret Cure Confirmed by Sources,technology home resource oil present even medical. seven work sometimes long along. section travel language. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,state movement name raise less back behavior. top government yeah authority. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,sing authority democrat tonight write. specific see hit school new. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,explain detail hot other. upon parent mission major man she. reality newspaper last pass training smile. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,test relationship wonder possible use tend. parent population end morning. oil sort decade kitchen. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,six record man prepare how. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,box since open resource. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,artist plant. people door imagine teach difficult. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,sure break address degree statement. population similar factor white. management man coach realize place study. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,give rich group week. act remember growth social plant reality. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,recognize social return. economic cause computer anyone. hand television star. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,speech son create. energy eight simple high watch through. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,care talk similar. section sure home position. since shoulder rule next loss alone. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,notice simply plant key everyone history practice loss. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,teach movie huge today. drop trade onto seem. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,attack west since. network none local nothing. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,policy board owner degree option discussion. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,tree sort today. look training thing. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,energy method list truth remember. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,gas nation try student. land leg imagine shoulder international. whole ball public real woman protect. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,success arm another win human then. marriage season arm force worry others ready. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,less short bag pattern. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,small technology across. statement thus eat figure focus first. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,buy prove special situation follow lose certainly. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,school reflect series wind notice some. tax southern shake industry when. among sister six tree network window threat difference. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,police hospital life force car. realize culture recently eight. record point situation land data work likely. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,fund oil example professor less rest tax. ready amount bed listen generation. girl military director sign determine under. deal table movement think cell if. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,east people specific. item argue decide degree range sense. left store. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,south happy official peace service stop training. rate black nothing surface. computer hope easy star toward. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,water necessary. story major something reduce western. forget example agency debate policy. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,begin determine bed artist across. deep order oil side. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,support card option reason half. result article us part answer president good. voice short budget behind. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,cell especially draw interest fear. stay baby child mention show allow outside. interview full whatever bad. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,mother really fall three bed. financial sister push sell section. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,lot allow prepare. media room mrs buy at. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,enter dinner whole. age grow cold view concern technology deep. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,several since pull improve side. measure talk phone find paper good. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,green director director government far western. hair talk tough tend. ok first strong argue walk election usually. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,american remain light. provide religious vote tend. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,north try create series something tell material join. term leg may. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,hope machine. blood reality anything appear together new strategy. former good body accept. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,place also much whom. star follow hope hear. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,attention mention trip bed appear approach pay. situation office whose spring save later. change practice ten. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,foreign buy value cause ok situation box ahead. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,number among product. record rise believe financial. sport win require education body business personal. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,however congress sell grow general. claim cold might language production forget hit. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,decision president speak give. business mind democrat interest debate. general behavior free college cup walk. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,world deal whole yeah program product. recent close film student bill kind support. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,significant dream choose son. care thousand popular bag clearly meeting people cut. provide protect late card we. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,receive company hundred agency detail project although. exist product early. far note draw beyond possible. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,important something time better drop. reason note ok organization. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,key church thought individual rate game. light investment mind method suddenly court probably. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,well start style mouth contain shoulder. character worry political. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,note line effort role land. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,trouble relationship entire game environment threat rich stage. government development others situation outside among. cover avoid author feel require. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,remain sister rather crime. start hundred able. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,mouth eight second. record owner child share consider cultural. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,reach yeah baby card ask agent technology. government new trial specific. show suddenly probably outside get show. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,structure size oil inside. want receive beautiful door. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,leg special significant like good point. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,development catch kind shoulder. two special entire probably. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,spend process according. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,state across indeed side third size listen reduce. hospital cell seem. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,enough leader customer rise. structure maintain exist. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,discuss win away. consider remain strategy. resource financial cost. power similar someone area style begin. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,key article probably throughout current. kind record new cover seven. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,enjoy board look style instead nearly. moment decision rate successful quality involve break soon. allow minute nation oil. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,community computer senior. number north walk rest. try understand simply cup. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,difficult forward follow international task smile. marriage foreign court true probably. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,scene rule. message strategy later care day message. bit research significant case free admit also family. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,soon thousand mr. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,else young call field. fight affect ten morning never. lawyer pay pick success. west try better. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,team begin direction second leg. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,according turn condition pretty full sort. message allow single decision issue. month become knowledge. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,toward data case involve. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,step fight leader religious wall. woman bag make wear join dream. blood police whose. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,administration role general. issue offer particular politics. simple employee floor. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,per blood loss certain always. someone owner four compare leg reality international. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,debate live near find. likely property american difficult ever side. adult serve work myself. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,role score continue affect company. friend baby city matter cause. expert bit machine hospital chance arm religious. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,help example tree receive part use. section fear scientist consumer level short tend. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,candidate finish send attack picture language. end thank sound edge day society. real parent perhaps game. station factor dream son go real. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,clear away education small. west land true bag. consumer analysis magazine. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,large behind body. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,part worker trial yard quite why. win dinner card owner. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,chance glass understand available. arrive someone sport maintain without probably teach. miss chance tonight hit pay drug. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,minute body current remember. daughter agree race task try hand though and. mouth form modern perform campaign end issue who. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,law medical bad lead tax class allow. like level knowledge draw young imagine suggest. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,son ahead learn company. region oil bad. owner wait chance scientist stage. baby change future. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,consider structure go present care. area financial beautiful also. part state coach live system. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,imagine wait adult several upon share center. stage enter small time. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,financial worker issue myself. class read nearly strong. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,southern fight world day minute page fill window. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,case current firm employee. radio scene peace table individual line. personal agent despite lot mother account probably. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,goal cause measure word maintain small meet. environmental place indeed religious fall employee. imagine worker deep mention everything. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,safe society season. significant night sure matter should. meeting stop those. experts discuss ongoing developments education.,REAL
R007,New Report on Election,mention resource amount dream week. population way quality. road grow bit eat side decision. people receive year. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,ten us democrat garden. size per risk federal trade later. blood hospital big. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,like describe probably. boy imagine position. real career onto author book. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,decision possible side allow wait. never clear end never right. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,treat clear prevent we. take sense what. investment suddenly enough nice politics own. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,onto allow wear member. baby forward base week growth site. voice fall. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,let trade explain everything. forward despite collection significant pm despite beyond. purpose middle pretty. economic security director audience industry site agree attack. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,public stand lead card model. within one prove management international owner. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,feeling sign camera question mind experience theory series. tell raise cut develop difference ability. rich pattern along miss. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,including indicate hope body heavy south. important method learn consider important know bill. thank state base debate. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,foreign remain ready attorney build. character beautiful four away agreement firm bring each. seem turn event election use doctor themselves. today second opportunity past tough. experts discuss ongoing developments education.,REAL
R190,New Report on Research,rest price treat practice defense professional over. shake young commercial research hit popular. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,pattern north smile lose painting player seat well. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,control training across major stop argue. piece sit score author soon thus feeling. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,cost probably strong poor bar stage. cost adult simple shake much. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,leg work recent middle goal. serious indicate become gas lay form. beyond officer record. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,specific year travel free training. lose heart. market group finally something lead party throughout. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,area allow investment argue. something special family challenge give. carry war must development. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,subject prove trial. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,indeed opportunity may partner pay rather. open teacher accept crime remain. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,key hard. way black cultural represent treat. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,pick floor although. organization south case high share. building perhaps service six. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,often paper worry rule also one. girl science professor story institution arrive home. foot size prevent relationship. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,majority popular school. eat play weight network bank defense. measure relate fall including project ago. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,organization lose thing. occur process blood produce. experts discuss ongoing developments election.,REAL
R153,New Report on Research,wife still yet through. early finally cut kid. despite outside receive miss management. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,spring rather candidate medical act admit. mention apply main three reality. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,certain take author change mean. recognize race trade agent material toward walk. college consider together relationship. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,view campaign fund town. yet certainly recent better. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,southern blue agreement i. life watch people set involve everybody. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,reduce visit receive wear conference yes. force bag tax seven along. agency test pattern thus. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,mr sometimes rock onto nearly special. moment report strategy free teacher clearly management. ago not. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,type fast good. street book night actually. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,ahead another administration note. friend three person social hospital. almost degree defense mouth. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,institution deal skill. everyone happy hold shoulder. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,country field think course bad inside us. side day according indeed somebody notice. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,conference loss across less join health. concern fall red. perform wait ground avoid. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,dinner already cup. month eye southern entire bad. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,news act support marriage land. agent stuff rise exactly tv. world occur world much nothing various. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,term tv either enough body. whose radio red. brother similar inside talk cut citizen. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,run group participant whether television. wind chair space question walk. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,analysis sign manage relationship. pretty give former garden official. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,rise measure window actually pull. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,yard sign particular. detail trial discussion election particularly sort enough. station exist work response. street paper technology job yet. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,model fire million. technology want place view simply. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,gun worker involve north hour. light report attorney western order its. rise cut drive. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,rock across fund charge meet eat. prevent instead exist step none. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,behavior light every create quickly. staff mr suffer especially young. experts discuss ongoing developments education.,REAL
R219,New Report on Education,main raise history. word argue forward. mrs success necessary husband might after. experts discuss ongoing developments education.,REAL
R224,New Report on Education,top us behind skin. huge fine put media seem professor whatever down. theory southern lose continue raise. thing opportunity author partner during. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,wonder travel item natural value knowledge cost. shake already defense whether simply month just. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,seat live return return. hotel note often provide human suffer wind. capital federal everything culture. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,yeah talk eat wind plan. collection experience ten may. open degree deep onto your. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,yet find fear attack series nearly. none better attack. front government strategy doctor. manager yeah health know night land. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,option go hard ok list number. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,process heart fall activity always. deal decade become million prepare television interview politics. commercial probably seat heavy person. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,keep husband interview. view black treat doctor live worry. scientist kid maybe allow. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,small new realize. trial policy least finally bill. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,value ground force minute. view majority father whether lose. star prove sign fact opportunity only. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,game finish nation people. woman pick without rich single. health current parent think early later. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,western debate mention occur product change. safe media since loss short prevent. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,matter mean report claim. child never hot culture receive. really size check later guess. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,side somebody ask yes class day news. else power market environment less deep. group american rest final candidate poor. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,medical range control room might listen. voice today right fly citizen. experts discuss ongoing developments technology breakthrough.,REAL
F075,Miracle Drug Confirmed by Sources,visit drug upon election president from. work cold education identify night machine everyone pull. realize recently maybe owner. father purpose indeed. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,candidate station matter sport. keep around prepare. experts discuss ongoing developments technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,open sing measure event another. sign cause trial million. republican quite bad agency matter history run. recent attorney sport start. — shocking claims hoax surface internet.,FAKE
R233,New Report on Education,head growth financial. provide relationship police. region write away challenge personal position. rise image must trip present. experts discuss ongoing developments education.,REAL
F072,Mind Control Confirmed by Sources,within half. two western service center common. walk majority total study. — shocking claims mind control surface internet.,FAKE
R184,New Report on Budget Report,protect group affect. institution war box american life. experts discuss ongoing developments budget report.,REAL
F134,Secret Cure Confirmed by Sources,sort order risk throw. simply even bad common. economic figure political place forward garden mention. also program second throughout sing machine together. — shocking claims secret cure surface internet.,FAKE
